normalized_claim_id,document_id,document_name,claim_text,claim_type,topic,claim_family,original_claim_ids,page_numbers,source_locations,source_excerpts,group_size,evaluation_priority,main_analysis,exclusion_reason,analytical_value_score,analytical_value_reason
normalized_claim_15,doc_1_2025-microsoft-environmental-data-fact-sheet-pdf,2025 Microsoft Environmental Data Fact Sheet,Percentage of product packaging recyclability is 94.8% in FY24.,commitment,waste,environmental,claim_23,7,doc_1_2025-microsoft-environmental-data-fact-sheet-pdf:p7,Percentage of product packaging recyclability                             94.4         93.9        94.8,1,HIGH,false,below_main_analysis_priority_cap,6,specific_year; specific_percentage
normalized_claim_16,doc_1_2025-microsoft-environmental-data-fact-sheet-pdf,2025 Microsoft Environmental Data Fact Sheet,"Microsoft diverted a total of 28,285 metric tons of waste in FY24.",result,waste,environmental,claim_24,7,doc_1_2025-microsoft-environmental-data-fact-sheet-pdf:p7,"Diverted subtotal                               29,153      15,278       17,149     24,663      28,285",1,HIGH,false,below_main_analysis_priority_cap,3,specific_year
normalized_claim_17,doc_1_2025-microsoft-environmental-data-fact-sheet-pdf,2025 Microsoft Environmental Data Fact Sheet,Microsoft has identified partnerships with the National Fish and Wildlife Foundation (NFWF) in the United States and The Nature Conservancy (TNC) globally to protect habitat areas.,commitment,environment,environmental,claim_25,7,doc_1_2025-microsoft-environmental-data-fact-sheet-pdf:p7,"Since announcing this commitment in April 2020, Microsoft has identified partnerships through two leading land protection organizations, the National Fish and Wildlife Foundation (NFWF) within the United States and The Nature Conservancy (TNC) globally, to partner with on our land protection journey.",1,HIGH,false,below_main_analysis_priority_cap,0,generic_medium_value
normalized_claim_18,doc_1_2025-microsoft-environmental-data-fact-sheet-pdf,2025 Microsoft Environmental Data Fact Sheet,Microsoft uses a data-informed approach to identify ecosystems most at risk using TNC’s Last Chance Ecosystem Framework and NFWF’s National Landscape Conservation Framework.,commitment,environment,environmental,claim_26,7,doc_1_2025-microsoft-environmental-data-fact-sheet-pdf:p7,"A data-informed approach to identify ecosystems most at risk was used, using TNC’s Last Chance Ecosystem Framework and NFWF’s National Landscape Conservation Framework.",1,HIGH,false,below_main_analysis_priority_cap,0,generic_medium_value
normalized_claim_20,doc_1_2025-microsoft-environmental-data-fact-sheet-pdf,2025 Microsoft Environmental Data Fact Sheet,"Microsoft purchases both third-party certified and uncertified tons of carbon removal credits in an effort to develop the market, but only applies certified tons within its carbon neutrality boundary (Scope 1, Scope 2 market-based, and Scope 3 business air travel).",statement,environment,environmental,claim_31,9,doc_1_2025-microsoft-environmental-data-fact-sheet-pdf:p9,"We purchase both third-party certified and uncertified tons in an effort to help develop the market, but we only apply the certified tons to the emissions within our carbon neutrality boundary (Scope 1, Scope 2 market-based, and Scope 3 business air travel).",1,MEDIUM,false,hard_to_verify_internal_methodology_or_boundary_claim,98,carbon_neutrality; carbon_neutral; scope_3; carbon_removal; internal_credit_application_rule
normalized_claim_21,doc_1_2025-microsoft-environmental-data-fact-sheet-pdf,2025 Microsoft Environmental Data Fact Sheet,Microsoft's land protection commitment was established in FY20.,statement,environment,environmental,claim_32,9,doc_1_2025-microsoft-environmental-data-fact-sheet-pdf:p9,Microsoft’s land protection commitment was established in FY20.,1,HIGH,false,below_main_analysis_priority_cap,3,specific_year
normalized_claim_23,doc_1_2025-microsoft-environmental-data-fact-sheet-pdf,2025 Microsoft Environmental Data Fact Sheet,"Microsoft’s water inventory includes withdrawal, consumption, and discharge volumes associated with assets under its operational control.",statement,environment,environmental,claim_35,9,doc_1_2025-microsoft-environmental-data-fact-sheet-pdf:p9,"Microsoft’s water inventory includes withdrawal, consumption, and discharge volumes associated with assets under our operational control.",1,MEDIUM,false,hard_to_verify_internal_methodology_or_boundary_claim,48,water; water_inventory; operational_control; inventory_composition_statement
normalized_claim_24,doc_1_2025-microsoft-environmental-data-fact-sheet-pdf,2025 Microsoft Environmental Data Fact Sheet,Microsoft calculates and reports Scope 3 emissions for all relevant categories.,statement,environment,environmental,claim_37,10,doc_1_2025-microsoft-environmental-data-fact-sheet-pdf:p10,Microsoft calculates and reports Scope 3 emissions for all relevant categories.,1,MEDIUM,false,hard_to_verify_internal_methodology_or_boundary_claim,-6,scope_3; generic_reporting_process_statement
normalized_claim_25,doc_1_2025-microsoft-environmental-data-fact-sheet-pdf,2025 Microsoft Environmental Data Fact Sheet,"We use primary data to calculate emissions for both Scope 1 and Scope 2 emissions. Where primary data is not available, we use estimates.",statement,environment,environmental,claim_38,10,doc_1_2025-microsoft-environmental-data-fact-sheet-pdf:p10,"We use primary data to calculate emissions for both Scope 1 and Scope 2 emissions. Where primary data is not available, we use estimates.",1,HIGH,false,below_main_analysis_priority_cap,0,generic_medium_value
normalized_claim_26,doc_1_2025-microsoft-environmental-data-fact-sheet-pdf,2025 Microsoft Environmental Data Fact Sheet,Microsoft uses the 100-year Intergovernmental Panel on Climate Change (IPCC) Fourth Assessment Report for global warming potential values.,statement,environment,environmental,claim_39,10,doc_1_2025-microsoft-environmental-data-fact-sheet-pdf:p10,Microsoft uses the 100-year Intergovernmental Panel on Climate Change (IPCC) Fourth Assessment Report for global warming potential values.,1,HIGH,false,below_main_analysis_priority_cap,0,generic_medium_value
normalized_claim_27,doc_1_2025-microsoft-environmental-data-fact-sheet-pdf,2025 Microsoft Environmental Data Fact Sheet,"In FY23, Microsoft started using LCAs to calculate the emissions associated with the manufacture of devices that we sold during the reporting year.",statement,environment,environmental,claim_40,10,doc_1_2025-microsoft-environmental-data-fact-sheet-pdf:p10,"In FY23, Microsoft started using LCAs to calculate the emissions associated with the manufacture of devices that we sold during the reporting year",1,HIGH,false,below_main_analysis_priority_cap,3,specific_year
normalized_claim_28,doc_1_2025-microsoft-environmental-data-fact-sheet-pdf,2025 Microsoft Environmental Data Fact Sheet,"Microsoft used Makersite, a cloud-based tool with AI and third-party datasets, and other internal software engineering systems to automate and scale the modeling of complex electronic products.",statement,environment,environmental,claim_41,10,doc_1_2025-microsoft-environmental-data-fact-sheet-pdf:p10,"Microsoft used Makersite, a cloud-based tool with AI and third-party datasets, and other internal software engineering systems to automate and scale the modeling of complex electronic products.",1,HIGH,false,below_main_analysis_priority_cap,0,generic_medium_value
normalized_claim_29,doc_1_2025-microsoft-environmental-data-fact-sheet-pdf,2025 Microsoft Environmental Data Fact Sheet,"Global warming potentials (GWPs) are from the Intergovernmental Panel on Climate Change (IPCC) Fourth Assessment Report (AR4), 100-year average.",statement,environment,environmental,claim_42,10,doc_1_2025-microsoft-environmental-data-fact-sheet-pdf:p10,"Global warming potentials (GWPs) are from the Intergovernmental Panel on Climate Change (IPCC) Fourth Assessment Report (AR4), 100-year average.",1,HIGH,false,below_main_analysis_priority_cap,0,generic_medium_value
normalized_claim_31,doc_1_2025-microsoft-environmental-data-fact-sheet-pdf,2025 Microsoft Environmental Data Fact Sheet,Corporate-wide expense data for all company divisions is obtained from the finance department.,statement,environment,environmental,claim_44,10,doc_1_2025-microsoft-environmental-data-fact-sheet-pdf:p10,Corporate-wide expense data for all company divisions is obtained from the finance department.,1,HIGH,false,below_main_analysis_priority_cap,0,generic_medium_value
normalized_claim_32,doc_2_microsoft-human-rights-report,Microsoft Human Rights Report December 2023,"Today’s global challenges require international cooperation and are beyond the scope of what any single country, government, or company can solve by themselves.",statement,human_rights,governance_ai,claim_45,3,doc_2_microsoft-human-rights-report:p3,"Today’s global challenges require international cooperation and are beyond the scope of what any single country, government, or company can solve by themselves.",1,HIGH,false,below_main_analysis_priority_cap,0,generic_medium_value
normalized_claim_33,doc_2_microsoft-human-rights-report,Microsoft Human Rights Report December 2023,We remain committed to upholding our obligation to human rights in everything we do.,commitment,human_rights,governance_ai,claim_46,3,doc_2_microsoft-human-rights-report:p3,We remain committed to upholding our obligation to human rights in everything we do.,1,HIGH,false,below_main_analysis_priority_cap,26,human_rights
normalized_claim_34,doc_2_microsoft-human-rights-report,Microsoft Human Rights Report December 2023,"At Microsoft, we are inspired by the vision and values of the Declaration. We remain committed to helping solve societal problems by expanding opportunity, earning trust, advancing sustainability, and protecting fundamental rights.",commitment,human_rights,governance_ai,claim_47,3,doc_2_microsoft-human-rights-report:p3,"At Microsoft, we are inspired by the vision and values of the Declaration. We remain committed to helping solve societal problems by expanding opportunity, earning trust, advancing sustainability, and protecting fundamental rights.",1,HIGH,false,below_main_analysis_priority_cap,0,generic_medium_value
normalized_claim_35,doc_2_microsoft-human-rights-report,Microsoft Human Rights Report December 2023,Respect for human rights is embedded in Microsoft’s mission to empower every person and every organization on the planet to achieve more.,commitment,human_rights,governance_ai,claim_48,4,doc_2_microsoft-human-rights-report:p4,Respect for human rights is embedded in Microsoft’s mission to empower every person and every organization on the planet to achieve more.,1,HIGH,false,below_main_analysis_priority_cap,26,human_rights
normalized_claim_36,doc_2_microsoft-human-rights-report,Microsoft Human Rights Report December 2023,"Microsoft looks to the UN Guiding Principles on Business and Human Rights (UNGPs) and international human rights laws, principles, and norms to guide our human rights due diligence.",policy,human_rights,governance_ai,claim_49,4,doc_2_microsoft-human-rights-report:p4,"Microsoft looks to the UN Guiding Principles on Business and Human Rights (UNGPs) and international human rights laws, principles, and norms to guide our human rights due diligence.",1,HIGH,false,below_main_analysis_priority_cap,26,human_rights
normalized_claim_37,doc_2_microsoft-human-rights-report,Microsoft Human Rights Report December 2023,"The Environmental, Social, and Public Policy Committee of Microsoft’s Board of Directors oversees Microsoft’s key non-financial regulatory risks (including human rights concerns) that may have a material impact on the company and its ability to sustain trust with customers, employees, and the public.",policy,governance,governance_ai,claim_50,4,doc_2_microsoft-human-rights-report:p4,"The Environmental, Social, and Public Policy Committee of Microsoft’s Board of Directors oversees Microsoft’s key non-financial regulatory risks (including human rights concerns) that may have a material impact on the company and its ability to sustain trust with customers, employees, and the public.",1,HIGH,false,below_main_analysis_priority_cap,26,human_rights
normalized_claim_38,doc_2_microsoft-human-rights-report,Microsoft Human Rights Report December 2023,"Microsoft created a dedicated human rights team to guide the company’s human rights due diligence and foster engagement with a broad range of stakeholders, including the international human rights community, academics, and civil society organizations.",statement,human_rights,governance_ai,claim_51,5,doc_2_microsoft-human-rights-report:p5,"Microsoft created a dedicated human rights team to guide the company’s human rights due diligence and foster engagement with a broad range of stakeholders, including the international human rights community, academics, and civil society organizations.",1,HIGH,false,below_main_analysis_priority_cap,26,human_rights
normalized_claim_39,doc_2_microsoft-human-rights-report,Microsoft Human Rights Report December 2023,The Microsoft Global Human Rights Statement outlines our commitment to respecting and advancing human rights.,statement,human_rights,governance_ai,claim_52,5,doc_2_microsoft-human-rights-report:p5,Microsoft’s Global Human Rights Statement outlines our commitment to respecting and advancing human rights,1,HIGH,false,below_main_analysis_priority_cap,26,human_rights
normalized_claim_40,doc_2_microsoft-human-rights-report,Microsoft Human Rights Report December 2023,"Our Supply Chain Human Rights Policy Statement sets forth how Microsoft applies risk management measures to operationalize our commitments to human rights and the environment in our corporate, business, and subsidiary supply chains.",statement,supply_chain,environmental,claim_53,5,doc_2_microsoft-human-rights-report:p5,"Our Supply Chain Human Rights Policy Statement sets forth how Microsoft applies risk management measures to operationalize our commitments to human rights and the environment in our corporate, business, and subsidiary supply chains.",1,HIGH,false,below_main_analysis_priority_cap,52,supply_chain; human_rights
normalized_claim_41,doc_2_microsoft-human-rights-report,Microsoft Human Rights Report December 2023,Microsoft’s Office of Responsible AI (ORA) was established in 2019.,policy,human_rights,governance_ai,claim_54,6,doc_2_microsoft-human-rights-report:p6,Microsoft’s Office of Responsible AI (ORA) was established in 2019.,1,HIGH,false,below_main_analysis_priority_cap,35,responsible_ai; specific_year
normalized_claim_42,doc_2_microsoft-human-rights-report,Microsoft Human Rights Report December 2023,"ORA manages our sensitive use review program, which is a reporting, review, and guidance framework that is triggered when Microsoft personnel are involved in developing or deploying an AI system.",policy,human_rights,governance_ai,claim_55,6,doc_2_microsoft-human-rights-report:p6,"ORA manages our sensitive use review program, which is a reporting, review, and guidance framework that is triggered when Microsoft personnel are involved in developing or deploying an AI system",1,HIGH,false,below_main_analysis_priority_cap,0,generic_medium_value
normalized_claim_43,doc_2_microsoft-human-rights-report,Microsoft Human Rights Report December 2023,Microsoft published an updated version of the Responsible AI Standard in 2022.,policy,human_rights,governance_ai,claim_56,6,doc_2_microsoft-human-rights-report:p6,"After receiving feedback from diverse disciplines, we published an updated version of the Responsible AI Standard in 2022.",1,HIGH,false,below_main_analysis_priority_cap,63,responsible_ai; responsible_ai_standard; specific_year
normalized_claim_45,doc_2_microsoft-human-rights-report,Microsoft Human Rights Report December 2023,"Microsoft published six Responsible AI principles in 2018: fairness, reliability and safety, privacy and security, inclusiveness, transparency, and accountability.",policy,human_rights,governance_ai,claim_58,6,doc_2_microsoft-human-rights-report:p6,"Microsoft published six Responsible AI principles that continue to guide the development and use of AI at Microsoft today: fairness, reliability and safety, privacy and security, inclusiveness, transparency, and accountability.",1,HIGH,false,below_main_analysis_priority_cap,65,responsible_ai; transparency; safety; specific_year
normalized_claim_47,doc_2_microsoft-human-rights-report,Microsoft Human Rights Report December 2023,Microsoft has partnered with the Stimson Center to launch Global Perspectives: Responsible AI Fellowship.,statement,ethics,governance_ai,claim_60,7,doc_2_microsoft-human-rights-report:p7,Microsoft has partnered with the Stimson Center to launch Global Perspectives: Responsible AI Fellowship.,1,HIGH,false,below_main_analysis_priority_cap,32,responsible_ai
normalized_claim_48,doc_2_microsoft-human-rights-report,Microsoft Human Rights Report December 2023,"Globally, only one ophthalmologist exists for every one million people, and hospitals in the Global South often lack specialized diagnostic equipment.",statement,social_impact,governance_ai,claim_61,7,doc_2_microsoft-human-rights-report:p7,"Globally, only one ophthalmologist exists for every one million people, and hospitals in the Global South often lack specialized diagnostic equipment.",1,HIGH,false,below_main_analysis_priority_cap,0,generic_medium_value
normalized_claim_49,doc_2_microsoft-human-rights-report,Microsoft Human Rights Report December 2023,Microsoft’s AI for Good Lab has partnered with ophthalmologists in Latin America to develop an AI model to detect RoP that runs on a smartphone app.,statement,social_impact,governance_ai,claim_62,7,doc_2_microsoft-human-rights-report:p7,Microsoft’s AI for Good Lab has partnered with ophthalmologists in Latin America to develop an AI model to detect RoP that runs on a smartphone app.,1,HIGH,false,below_main_analysis_priority_cap,0,generic_medium_value
normalized_claim_50,doc_2_microsoft-human-rights-report,Microsoft Human Rights Report December 2023,"As 85% of the global population has access to smartphones, this approach is helping to democratize access to vision-saving medical care.",statement,social_impact,governance_ai,claim_63,7,doc_2_microsoft-human-rights-report:p7,"As 85% of the global population has access to smartphones, this approach is helping to democratize access to vision-saving medical care.",1,HIGH,false,below_main_analysis_priority_cap,3,specific_percentage
normalized_claim_51,doc_2_microsoft-human-rights-report,Microsoft Human Rights Report December 2023,"Microsoft published Governing AI: A Blueprint for the Future, a five-point proposal that outlines legal and policy recommendations for the governance of AI.",statement,ethics,governance_ai,claim_64,7,doc_2_microsoft-human-rights-report:p7,"Microsoft published Governing AI: A Blueprint for the Future, a five-point proposal that outlines legal and policy recommendations for the governance of AI.",1,HIGH,false,below_main_analysis_priority_cap,0,generic_medium_value
normalized_claim_52,doc_2_microsoft-human-rights-report,Microsoft Human Rights Report December 2023,"Microsoft’s AI for Good Lab is collaborating with the United Nations, governments, non-governmental organizations, and the private sector to advance the Early Warnings for All initiative.",statement,human_rights,governance_ai,claim_65,8,doc_2_microsoft-human-rights-report:p8,"Microsoft’s AI for Good Lab is collaborating with the United Nations, governments, non-governmental organizations, and the private sector to advance the Early Warnings for All initiative, which is designed to deliver affordable, accessible, life-saving solutions to communities burdened by the effects of climate change.",1,HIGH,false,below_main_analysis_priority_cap,0,generic_medium_value
normalized_claim_53,doc_2_microsoft-human-rights-report,Microsoft Human Rights Report December 2023,"The AI for Good Lab aims to deliver affordable, accessible, life-saving solutions to communities affected by climate change.",statement,environment,governance_ai,claim_66,8,doc_2_microsoft-human-rights-report:p8,"The AI for Good Lab is collaborating with the United Nations, governments, non-governmental organizations, and the private sector to advance the Early Warnings for All initiative, which is designed to deliver affordable, accessible, life-saving solutions to communities burdened by the effects of climate change.",1,HIGH,false,below_main_analysis_priority_cap,0,generic_medium_value
normalized_claim_54,doc_2_microsoft-human-rights-report,Microsoft Human Rights Report December 2023,Microsoft is committed to empowering people across the spectrum of disability.,commitment,human_rights,governance_ai,claim_67,9,doc_2_microsoft-human-rights-report:p9,Microsoft is committed to empowering people across the spectrum of disability.,1,HIGH,false,below_main_analysis_priority_cap,0,generic_medium_value
normalized_claim_55,doc_2_microsoft-human-rights-report,Microsoft Human Rights Report December 2023,"We are working to bridge the disability divide through four pillars: Technology, People, Partnership, and Policy.",practice,human_rights,governance_ai,claim_68,9,doc_2_microsoft-human-rights-report:p9,"We’re working to bridge the disability divide through four pillars: Technology, People, Partnership, and Policy.",1,HIGH,false,below_main_analysis_priority_cap,0,generic_medium_value
normalized_claim_56,doc_2_microsoft-human-rights-report,Microsoft Human Rights Report December 2023,Microsoft’s Accessibility Conformance Reports show our commitment to accessibility.,result,human_rights,governance_ai,claim_69,9,doc_2_microsoft-human-rights-report:p9,Microsoft’s Accessibility Conformance Reports show our commitment to accessibility.,1,HIGH,false,below_main_analysis_priority_cap,0,generic_medium_value
normalized_claim_57,doc_2_microsoft-human-rights-report,Microsoft Human Rights Report December 2023,"The five most salient issues identified in the initial study included accessibility, digital safety, freedom of expression, privacy, and responsible sourcing.",policy,human_rights,governance_ai,claim_70,9,doc_2_microsoft-human-rights-report:p9,"The five most salient issues identified in that initial study included accessibility, digital safety, freedom of expression, privacy, and responsible sourcing.",1,HIGH,false,below_main_analysis_priority_cap,14,safety
normalized_claim_58,doc_2_microsoft-human-rights-report,Microsoft Human Rights Report December 2023,Microsoft’s Inclusive Hiring program provides neurodivergent job candidates and collaboration by using Minecraft in its Neurodiversity Hiring Program.,policy,ethics,governance_ai,claim_71,10,doc_2_microsoft-human-rights-report:p10,Microsoft’s Inclusive Hiring program provides neurodivergent job candidates and collaboration by using Minecraft in its Neurodiversity Hiring Program.,1,HIGH,false,below_main_analysis_priority_cap,18,diversity
normalized_claim_59,doc_2_microsoft-human-rights-report,Microsoft Human Rights Report December 2023,"Microsoft supported the development of the Center for Civic Design’s Disability Voting Index, a centralized tool for searching accessible voting options in all 50 states.",result,human_rights,governance_ai,claim_72,10,doc_2_microsoft-human-rights-report:p10,"Microsoft supported the development of the Center for Civic Design’s Disability Voting Index, a centralized tool for searching accessible voting options in all 50 states.",1,HIGH,false,below_main_analysis_priority_cap,0,generic_medium_value
normalized_claim_60,doc_2_microsoft-human-rights-report,Microsoft Human Rights Report December 2023,"In FY23, we launched a new Seeing AI collaboration with Haleon, empowering consumers in the U.S. and U.K. to read packaging details for over 1500 products.",result,environment,governance_ai,claim_73,10,doc_2_microsoft-human-rights-report:p10,"In FY23, we launched a new Seeing AI collaboration with Haleon, empowering consumers in the U.S. and U.K. to read packaging details for over 1500 products.",1,HIGH,false,below_main_analysis_priority_cap,3,specific_year
normalized_claim_61,doc_2_microsoft-human-rights-report,Microsoft Human Rights Report December 2023,"With partner companies, Microsoft launched the Neurodiversity Career Connector, a marketplace for job seekers who are neurodivergent, connecting over 1700 people with an employer.",result,labor,governance_ai,claim_74,10,doc_2_microsoft-human-rights-report:p10,"With partner companies, Microsoft launched the Neurodiversity Career Connector, a marketplace for job seekers who are neurodivergent, connecting over 1700 people with an employer.",1,HIGH,false,below_main_analysis_priority_cap,18,diversity
normalized_claim_62,doc_3_microsoftcorp_gdi_report_2024_final,2024 Global Diversity & Inclusion Report,"For 2022 and subsequent years, Technical and Non-technical role definitions were adjusted to align to our current talent architecture.",policy,labor,governance_ai,claim_81,4,doc_3_microsoftcorp_gdi_report_2024_final:p4,"For 2022 and subsequent years, Technical and Non-technical role definitions were adjusted to align to our current talent architecture.",1,HIGH,false,below_main_analysis_priority_cap,3,specific_year
normalized_claim_63,doc_3_microsoftcorp_gdi_report_2024_final,2024 Global Diversity & Inclusion Report,"In our pay equity and median unadjusted pay analyses, we include all countries/regions with 30 or more employees and at least five men and five women to ensure statistical reliability.",policy,ethics,governance_ai,claim_82,4,doc_3_microsoftcorp_gdi_report_2024_final:p4,"In our pay equity and median unadjusted pay analyses, we include all countries/regions with 30 or more employees and at least five men and five women to ensure statistical reliability.",1,HIGH,false,below_main_analysis_priority_cap,0,generic_medium_value
normalized_claim_64,doc_3_microsoftcorp_gdi_report_2024_final,2024 Global Diversity & Inclusion Report,"This year, that means we’re reporting on 60 countries/regions including the US; the rewards eligible employee population of these countries/regions represents 99.3% of our core global Microsoft workforce.",result,social_impact,governance_ai,claim_83,4,doc_3_microsoftcorp_gdi_report_2024_final:p4,"This year, that means we’re reporting on 60 countries/regions including the US; the rewards eligible employee population of these countries/regions represents 99.3% of our core global Microsoft workforce.",1,HIGH,false,below_main_analysis_priority_cap,3,specific_percentage
normalized_claim_65,doc_3_microsoftcorp_gdi_report_2024_final,2024 Global Diversity & Inclusion Report,Representation of women and most racial and ethnic minority groups has increased at all levels over the past five years.,statement,ethics,governance_ai,claim_84,5,doc_3_microsoftcorp_gdi_report_2024_final:p5,Representation of women and most racial and ethnic minority groups has increased at all levels over the past five years.,1,HIGH,false,below_main_analysis_priority_cap,0,generic_medium_value
normalized_claim_66,doc_3_microsoftcorp_gdi_report_2024_final,2024 Global Diversity & Inclusion Report,We maintained or grew representation at the Partner + Executive level for women and US racial and ethnic minority groups year over year.,statement,ethics,governance_ai,claim_85,5,doc_3_microsoftcorp_gdi_report_2024_final:p5,We maintained or grew representation at the Partner + Executive level for women and US racial and ethnic minority groups year over year.,1,HIGH,false,below_main_analysis_priority_cap,0,generic_medium_value
normalized_claim_67,doc_3_microsoftcorp_gdi_report_2024_final,2024 Global Diversity & Inclusion Report,"Inclusive hiring remained a priority. Where we did hire, we were able to keep hiring representation greater than or equal to headcount representation for women and nearly all racial and ethnic minority groups.",statement,ethics,governance_ai,claim_86,5,doc_3_microsoftcorp_gdi_report_2024_final:p5,"Inclusive hiring remained a priority. Where we did hire, we were able to keep hiring representation greater than or equal to headcount representation for women and nearly all racial and ethnic minority groups.",1,HIGH,false,below_main_analysis_priority_cap,0,generic_medium_value
normalized_claim_68,doc_3_microsoftcorp_gdi_report_2024_final,2024 Global Diversity & Inclusion Report,We’re sharing information on our datacenters to highlight our strategic investments in cloud services.,statement,ethics,governance_ai,claim_87,5,doc_3_microsoftcorp_gdi_report_2024_final:p5,We’re sharing information on our datacenters to highlight our strategic investments in cloud services.,1,HIGH,false,below_main_analysis_priority_cap,0,generic_medium_value
