normalized_claim_id,document_id,document_name,claim_text,claim_type,topic,claim_family,original_claim_ids,page_numbers,source_locations,source_excerpts,group_size,evaluation_priority,main_analysis,exclusion_reason,analytical_value_score,analytical_value_reason
normalized_claim_29,doc_1_2020-dei-impact-report,2020 DEI impact report,"Tesla does not believe in hierarchy; anyone, anywhere in the company is empowered to connect with everyone, including Elon Musk.",practice,human_rights,governance_ai,claim_33,10,doc_1_2020-dei-impact-report:p10,We don’t believe in hierarchy. We believe in getting things done.,1,HIGH,false,below_main_analysis_priority_cap,0,generic_medium_value
normalized_claim_30,doc_2_2020-uk-modern-slavery-act-transparency-statement,Microsoft Word - FY20 UK Modern Slavery Act Transparency Statement - Final.docx,We are committed to creating safe and secure workplaces and working environments.,statement,labor,governance_ai,claim_34,2,doc_2_2020-uk-modern-slavery-act-transparency-statement:p2,We are committed to creating safe and secure workplaces and working environments.,1,HIGH,false,below_main_analysis_priority_cap,0,generic_medium_value
normalized_claim_31,doc_2_2020-uk-modern-slavery-act-transparency-statement,Microsoft Word - FY20 UK Modern Slavery Act Transparency Statement - Final.docx,"Tesla is also committed to diversity, equity and inclusion (“DEI”) for our employees in our workplaces throughout the world.",statement,ethics,governance_ai,claim_35,2,doc_2_2020-uk-modern-slavery-act-transparency-statement:p2,"Tesla is also committed to diversity, equity and inclusion (“DEI”) for our employees in our workplaces throughout the world.",1,HIGH,false,below_main_analysis_priority_cap,36,diversity; inclusion
normalized_claim_33,doc_2_2020-uk-modern-slavery-act-transparency-statement,Microsoft Word - FY20 UK Modern Slavery Act Transparency Statement - Final.docx,"Tesla also advocates freedom of employment, which means all work should be done voluntarily. No employee should be forced to work against their will.",statement,human_rights,governance_ai,claim_37,2,doc_2_2020-uk-modern-slavery-act-transparency-statement:p2,"Tesla also advocates freedom of employment, which means all work should be done voluntarily. No employee should be forced to work against their will.",1,HIGH,false,below_main_analysis_priority_cap,0,generic_medium_value
normalized_claim_34,doc_2_2020-uk-modern-slavery-act-transparency-statement,Microsoft Word - FY20 UK Modern Slavery Act Transparency Statement - Final.docx,Child labour and the employment of children below the applicable minimum legal age is strictly forbidden at Tesla.,statement,human_rights,governance_ai,claim_38,2,doc_2_2020-uk-modern-slavery-act-transparency-statement:p2,Child labour and the employment of children below the applicable minimum legal age is strictly forbidden at Tesla.,1,HIGH,false,below_main_analysis_priority_cap,0,generic_medium_value
normalized_claim_37,doc_2_2020-uk-modern-slavery-act-transparency-statement,Microsoft Word - FY20 UK Modern Slavery Act Transparency Statement - Final.docx,"Through our commitment to enforce our Supplier Code of Conduct and Human Rights and Conflict Minerals Policy, continuous employee and supplier training, and the supplier audit and due diligence efforts described herein, Tesla believes that there is minimal risk of, and we have found no evidence of Tesla causing, contributing to or being linked to modern slavery, child labour or human trafficking in our supply chain.",result,supply_chain,environmental,claim_41,3,doc_2_2020-uk-modern-slavery-act-transparency-statement:p3,"Through our commitment to enforce our Supplier Code of Conduct and Human Rights and Conflict Minerals Policy, continuous employee and supplier training, and the supplier audit and due diligence efforts described herein, Tesla believes that there is minimal risk of, and we have found no evidence of Tesla causing, contributing to or being linked to modern slavery, child labour or human trafficking in our supply chain.",1,HIGH,false,below_main_analysis_priority_cap,76,supply_chain; supplier; human_rights
normalized_claim_39,doc_2_2020-uk-modern-slavery-act-transparency-statement,Microsoft Word - FY20 UK Modern Slavery Act Transparency Statement - Final.docx,"To further ensure our suppliers are in compliance with our expectations, policies and applicable legal requirements, as well as to reduce the risk of modern slavery in our own business operations, Tesla is committed to: Continuously evaluating our supply chain to address any risks related to conflict minerals, modern slavery, child labour and human trafficking;",commitment,supply_chain,environmental,claim_43,3,doc_2_2020-uk-modern-slavery-act-transparency-statement:p3,"To further ensure our suppliers are in compliance with our expectations, policies and applicable legal requirements, as well as to reduce the risk of modern slavery in our own business operations, Tesla is committed to: Continuously evaluating our supply chain to address any risks related to conflict minerals, modern slavery, child labour and human trafficking;",1,HIGH,false,below_main_analysis_priority_cap,50,supply_chain; supplier
normalized_claim_41,doc_2_2020-uk-modern-slavery-act-transparency-statement,Microsoft Word - FY20 UK Modern Slavery Act Transparency Statement - Final.docx,Tesla expanded the scope of its responsible sourcing team to better understand the potential risks of their sourcing decisions.,practice,supply_chain,environmental,claim_45,4,doc_2_2020-uk-modern-slavery-act-transparency-statement:p4,"During fiscal year 2020, Tesla expanded the scope of its responsible sourcing team to take a closer look at how we are sourcing our materials and to better understand the potential risks of those sourcing decisions.",1,HIGH,false,below_main_analysis_priority_cap,0,generic_medium_value
normalized_claim_42,doc_2_2020-uk-modern-slavery-act-transparency-statement,Microsoft Word - FY20 UK Modern Slavery Act Transparency Statement - Final.docx,"Tesla continues to audit suppliers on environmental, social, and governance issues including their policies on forced labor.",practice,supply_chain,environmental,claim_46,4,doc_2_2020-uk-modern-slavery-act-transparency-statement:p4,"Continue to audit our suppliers on a range of environmental, social and governance issues including their policies on forced labour;",1,HIGH,false,below_main_analysis_priority_cap,24,supplier
normalized_claim_43,doc_2_2020-uk-modern-slavery-act-transparency-statement,Microsoft Word - FY20 UK Modern Slavery Act Transparency Statement - Final.docx,Tesla encourages suppliers to conduct responsible sourcing and reduce the risk of modern slavery in their own supply chains.,practice,supply_chain,environmental,claim_47,4,doc_2_2020-uk-modern-slavery-act-transparency-statement:p4,Encourage suppliers to conduct responsible sourcing and reduce the risk of modern slavery in their own supply chains;,1,HIGH,false,below_main_analysis_priority_cap,50,supply_chain; supplier
normalized_claim_45,doc_3_2021-tesla-impact-report,Tesla 2021 Impact Report,"Individual investors – who entrust their money to ESG funds of large investment institutions – are perhaps unaware that their money can be used to buy shares of companies that make climate change worse, not better.",statement,climate,environmental,claim_51,2,doc_3_2021-tesla-impact-report:p2,"Individual investors – who entrust their money to ESG funds of large investment institutions – are perhaps unaware that their money can be used to buy shares of companies that make climate change worse, not better.",1,HIGH,false,below_main_analysis_priority_cap,0,generic_medium_value
normalized_claim_46,doc_3_2021-tesla-impact-report,Tesla 2021 Impact Report,Automakers' estimates on lifetime vehicle mileage and lifetime fuel consumption vary dramatically and almost never reflect real-world data.,statement,environment,environmental,claim_54,2,doc_3_2021-tesla-impact-report:p2,Automakers' estimates on lifetime vehicle mileage and lifetime fuel consumption vary dramatically and almost never reflect real-world data.,1,HIGH,false,below_main_analysis_priority_cap,0,generic_medium_value
normalized_claim_47,doc_3_2021-tesla-impact-report,Tesla 2021 Impact Report,"Vehicle “use-phase” emissions, accounting for the vast majority of lifecycle emissions.",statement,environment,environmental,claim_55,2,doc_3_2021-tesla-impact-report:p2,"vehicle “use-phase” emissions, accounting for the vast majority of lifecycle emissions.",1,HIGH,false,below_main_analysis_priority_cap,0,generic_medium_value
normalized_claim_48,doc_3_2021-tesla-impact-report,Tesla 2021 Impact Report,"In 2021, the global fleet of Tesla vehicles, energy storage and solar panels enabled our customers to avoid emitting 8.4 million metric tons of CO2e.",statement,environment,environmental,claim_56,3,doc_3_2021-tesla-impact-report:p3,"In 2021, the global fleet of Tesla vehicles, energy storage and solar panels enabled our customers to avoid emitting 8.4 million metric tons of CO2e",1,HIGH,false,below_main_analysis_priority_cap,3,specific_year
normalized_claim_49,doc_3_2021-tesla-impact-report,Tesla 2021 Impact Report,The 6.8 million metric tons of vehicle CO2e savings estimate is based on the net CO2e savings during the use-phase of a Tesla vehicle compared to an ICE vehicle with a real-world fuel economy of ~24 mpg (of which 0.9 million metric tons was avoided through annual renewables matching for the global Supercharger network and home charging in California).,statement,environment,environmental,claim_57,3,doc_3_2021-tesla-impact-report:p3,The 6.8 million metric tons of vehicle CO2e savings estimate is based on the net CO2e savings during the use-phase of a Tesla vehicle compared to an ICE vehicle with a real-world fuel economy of ~24 mpg (of which 0.9 million metric tons was avoided through annual renewables matching for the global Supercharger network and home charging in California).,1,HIGH,false,below_main_analysis_priority_cap,0,generic_medium_value
normalized_claim_50,doc_3_2021-tesla-impact-report,Tesla 2021 Impact Report,"The 1.6 million metric tons of solar + storage CO2e savings estimate is based on CO2e avoided through generation of zero-emission electricity from Tesla solar panels, including energy stored and later dispatched from our energy storage products.",statement,environment,environmental,claim_58,3,doc_3_2021-tesla-impact-report:p3,"The 1.6 million metric tons of solar + storage CO2e savings estimate is based on CO2e avoided through generation of zero-emission electricity from Tesla solar panels, including energy stored and later dispatched from our energy storage products.",1,HIGH,false,below_main_analysis_priority_cap,0,generic_medium_value
normalized_claim_51,doc_3_2021-tesla-impact-report,Tesla 2021 Impact Report,"30,000 litres (~8,000 U.S. Gallons) of fuel burned per car",statement,environment,environmental,claim_59,4,doc_3_2021-tesla-impact-report:p4,"30,000 litres (~8,000 U.S. Gallons) of fuel burned per car",1,LOW,false,too_short_or_low_information,-20,low_information
normalized_claim_52,doc_3_2021-tesla-impact-report,Tesla 2021 Impact Report,70 tons of CO2e released into the atmosphere,statement,climate,environmental,claim_60,4,doc_3_2021-tesla-impact-report:p4,70 tons of CO2e released into the atmosphere,1,LOW,false,too_short_or_low_information,-20,low_information
normalized_claim_53,doc_3_2021-tesla-impact-report,Tesla 2021 Impact Report,Burned fossil fuel is extremely difficult to decarbonize as carbon capture is not economically viable today,statement,environment,environmental,claim_61,4,doc_3_2021-tesla-impact-report:p4,Burned fossil fuel is extremely difficult to decarbonize as carbon capture is not economically viable today,1,HIGH,false,below_main_analysis_priority_cap,0,generic_medium_value
normalized_claim_54,doc_3_2021-tesla-impact-report,Tesla 2021 Impact Report,70 MWh of electricity charged per car,statement,environment,environmental,claim_62,4,doc_3_2021-tesla-impact-report:p4,70 MWh of electricity charged per car,1,LOW,false,too_short_or_low_information,-20,low_information
normalized_claim_55,doc_3_2021-tesla-impact-report,Tesla 2021 Impact Report,"30 tons of CO2 released, assuming current global grid mix",statement,climate,environmental,claim_63,4,doc_3_2021-tesla-impact-report:p4,"30 tons of CO2 released, assuming current global grid mix",1,LOW,false,too_short_or_low_information,-20,low_information
normalized_claim_56,doc_3_2021-tesla-impact-report,Tesla 2021 Impact Report,Production and lifetime use of EVs is possible to decarbonize using well-established technologies,commitment,environment,environmental,claim_64,4,doc_3_2021-tesla-impact-report:p4,Production and lifetime use of EVs is possible to decarbonize using well-established technologies,1,HIGH,false,below_main_analysis_priority_cap,0,generic_medium_value
normalized_claim_57,doc_3_2021-tesla-impact-report,Tesla 2021 Impact Report,"Battery pack is recycled at the end-of-life and used to build a brand-new battery pack, over and over again.",commitment,environment,environmental,claim_65,4,doc_3_2021-tesla-impact-report:p4,"Battery pack is recycled at the end-of-life and used to build a brand-new battery pack, over and over again.",1,HIGH,false,below_main_analysis_priority_cap,0,generic_medium_value
normalized_claim_59,doc_3_2021-tesla-impact-report,Tesla 2021 Impact Report,Each product we make must be continuously improved at each step of its lifecycle: from manufacturing to consumer use to recycling.,statement,social_impact,governance_ai,claim_73,7,doc_3_2021-tesla-impact-report:p7,Each product we make must be continuously improved at each step of its lifecycle: from manufacturing to consumer use to recycling.,1,HIGH,false,below_main_analysis_priority_cap,18,energy_attribute_certificate
normalized_claim_61,doc_3_2021-tesla-impact-report,Tesla 2021 Impact Report,Sustainability drives our values and mission as a company.,statement,social_impact,governance_ai,claim_75,8,doc_3_2021-tesla-impact-report:p8,Sustainability drives us. And not just our products — it drives our values and mission as a company.,1,LOW,false,too_short_or_low_information,-20,low_information
normalized_claim_63,doc_3_2021-tesla-impact-report,Tesla 2021 Impact Report,Climate change is reaching alarming levels globally due in large part to emissions from burning fossil fuels for transportation and electricity generation.,statement,climate,environmental,claim_78,9,doc_3_2021-tesla-impact-report:p9,Climate change is reaching alarming levels globally due in large part to emissions from burning fossil fuels for transportation and electricity generation.,1,HIGH,false,below_main_analysis_priority_cap,18,energy_attribute_certificate
normalized_claim_64,doc_3_2021-tesla-impact-report,Tesla 2021 Impact Report,The world cannot reduce GHG emissions without addressing both energy generation and consumption.,statement,climate,environmental,claim_79,9,doc_3_2021-tesla-impact-report:p9,The world cannot reduce GHG emissions without addressing both energy generation and consumption.,1,HIGH,false,below_main_analysis_priority_cap,0,generic_medium_value
normalized_claim_66,doc_3_2021-tesla-impact-report,Tesla 2021 Impact Report,We are designing and manufacturing a complete energy and transportation ecosystem.,commitment,social_impact,governance_ai,claim_81,9,doc_3_2021-tesla-impact-report:p9,We are designing and manufacturing a complete energy and transportation ecosystem.,1,HIGH,false,below_main_analysis_priority_cap,0,generic_medium_value
normalized_claim_68,doc_3_2021-tesla-impact-report,Tesla 2021 Impact Report,We seek to achieve this through our R&D and software development efforts as well as through our continuous drive to develop advanced manufacturing capabilities.,commitment,social_impact,governance_ai,claim_83,9,doc_3_2021-tesla-impact-report:p9,We seek to achieve this through our R&D and software development efforts as well as through our continuous drive to develop advanced manufacturing capabilities.,1,HIGH,false,below_main_analysis_priority_cap,0,generic_medium_value
