normalized_claim_id,query_type,query_text,result_rank,title,url,snippet,source,source_quality_score,source_quality_label
normalized_claim_7,contradiction,Microsoft emissions trends criticism,6,Cloud computing and XBox growth behind rise inMicrosoft's carbon...,https://www.zdnet.com/home-and-office/sustainability/cloud-computing-and-xbox-growth-behind-rise-in-microsofts-carbon-emissions/,"Microsoftpresident says progress on reducing carbonemissionsis not linear - after they rose 23% year on year.Microsoftis promising ""stronger steps"" to help reduce its carbonemissionsafter a surge in 2021 caused by increased demand for its cloud and devices like the Xbox.",,0.0,unknown
normalized_claim_7,contradiction,Microsoft emissions trends criticism,7,Microsoft’s AI obsession is jeopardizing its climate... | The Verge,https://www.theverge.com/2024/5/15/24157496/microsoft-ai-carbon-footprint-greenhouse-gas-emissions-grow-climate-pledge,Microsoft’s carbon footprint is growing as it chases its AI ambitions. Its climate pollution has ballooned since pledging to slash greenhouse gasemissionsin 2020.,,1.0,high
normalized_claim_7,criticism,Microsoft carbon negative claim investigation,1,Microsoft vows to be 'carbon negative' in 10 years and,https://www.telegraph.co.uk/technology/2020/01/16/microsoft-vows-carbon-negative-10-years-remove-historic-emissions/,"Such “scope 3” emissions are often ignored by companiesclaimingcarbonneutrality, but account for the vast majority ofMicrosoft’s emissions ...",,0.0,unknown
normalized_claim_7,criticism,Microsoft carbon negative claim investigation,2,Microsoft wants to be 'carbon negative' by 2030 and remove more,https://www.dailymail.co.uk/sciencetech/article-7896453/Microsoft-wants-carbon-negative-2030-remove-CO2-environment-emits.html,Microsoftplans to be 'carbonnegative' by 2030 and will remove ALLcarbonthe company has emitted since it was founded in 1975,,0.0,unknown
normalized_claim_7,criticism,Microsoft carbon negative claim investigation,3,Microsoft refutes claims of retreat from carbon removal market,https://esgpost.com/microsoft-refutes-claims-of-retreat-from-carbon-removal-market/,"Microsoftcurrently stands as the most significant player in the removal credit market, driven by its pledge to becomecarbonnegativeby 2030.",,0.0,unknown
normalized_claim_7,criticism,Microsoft carbon negative claim investigation,4,Microsoft to Go 'Carbon Negative' by 2030 to Combat,https://www.pcmag.com/news/microsoft-to-go-carbon-negative-by-2030-to-combat-climate-change,"The ambitious plan to go ""carbonnegative"" will entailMicrosoftmoving the company's infrastructure to run on renewable energies and electric ...",,0.0,unknown
normalized_claim_7,criticism,Microsoft carbon negative claim investigation,5,"What is Microsoft's Sustainability Strategy, And How Are",https://sustainabletechpartner.com/news/microsoft-sustainability-news-milestones-partnerships-and-net-zero-timeline/,"Microsoftexpects to becarbonnegativeby 2030, and by 2050 the company will remove from the environment all thecarbonthe firm has emitted either ...",,0.0,unknown
normalized_claim_7,criticism,Microsoft carbon negative claim investigation,6,Microsoft Strikes Landmark Soil Carbon Credit Deal With Indigo,https://www.econotimes.com/Microsoft-Strikes-Landmark-Soil-Carbon-Credit-Deal-With-Indigo-Carbon-to-Boost-Carbon-Negative-Goal-1731018,"The 12-year agreement underscoresMicrosoft’ s commitment to becomingcarbonnegativeby 2030, even as its overall emissions continue to rise ...",,0.0,unknown
normalized_claim_7,methodology,Microsoft emissions methodology carbon neutrality,1,"Microsoft advances toward 2030 climate goals with carbon cuts, AI ...",https://greentechlead.com/sustainability/microsoft-advances-toward-2030-climate-goals-with-carbon-cuts-ai-efficient-datacenters-and-circular-innovation-52684,"Microsoft's2025 Environmental Sustainability Report highlights significant progress toward its 2030 targets of becomingcarbonnegative, water positive, and zero waste, even as rapid expansion in artificial intelligence and cloud infrastructure increases energy demand. The company reported a 168 percent rise in total energy use since 2020, driven by the scaling of AI and cloud services ...",,0.0,unknown
normalized_claim_7,methodology,Microsoft emissions methodology carbon neutrality,2,Microsoft's Emissions Jump 23.4% After AI & Cloud Expansions,https://technologymagazine.com/articles/microsofts-2030-plan-revealed-as-emissions-rise-by-23-4,"Emissionsup alongside productivity AlthoughMicrosoftsuccessfully reduced its directemissions(Scope 1 and 2) by 30% compared to 2020 levels, the company's overallcarbonfootprint, including indirectemissions, surged 23.4% during fiscal year 2024. This growth stems primarily from the substantial energy demands of AI operations and cloud services expansion.Microsoft'sChief Sustainability ...",,0.0,unknown
normalized_claim_7,methodology,Microsoft emissions methodology carbon neutrality,3,Microsoft: Carbon Negative Goal | Global - UNFCCC,https://unfccc.int/climate-action/un-global-climate-action-awards/climate-neutral-now/microsoft-carbon-negative-goal,"To reach net zeroemissions, the world must prioritize making deepemissionsreductions across all sectors, cuttingcarbonemissionsin half over the next 10 years. The solution Like many companies,Microsoft'sclimateneutralitycommitment relied on investing in offsets that paid others to not emitcarbon, instead of removingcarbondioxide.",,0.0,unknown
normalized_claim_7,methodology,Microsoft emissions methodology carbon neutrality,4,Microsoft's 2030 Plan Revealed as Emissions Rise by 23.4%,https://sustainabilitymag.com/articles/microsofts-2030-plan-revealed-as-emissions-rise-by-23-4,"Microsoft'sScope 3emissionsalone - which account for more than 97% ofMicrosoft'stotalcarbonfootprint - have increased by 26% over the past five years. These indirectemissionsstem largely from the production and use ofMicrosoft'shardware, the construction materials in its building projects and its third-party services.",,0.0,unknown
normalized_claim_7,methodology,Microsoft emissions methodology carbon neutrality,5,Greening the blueprint: Microsoft's 2030 carbon negativity roadmap,https://www.green.earth/net-zero/case-studies/greening-the-blueprint-microsofts-2030-carbon-negativity-roadmap,"ExploreMicrosoft'sgroundbreaking journey towardscarbonnegativity by 2030, aiming to erase historicalemissionsby 2050. A visionary roadmap for a sustainable future.",,0.0,unknown
normalized_claim_7,methodology,Microsoft emissions methodology carbon neutrality,6,Can Microsoft really meet its carbon-negative goal by 2030?,https://www.computerworld.com/article/4158073/can-microsoft-really-meet-its-carbon-negative-goal-by-2030.html,"Microsoft'srosy viewMicrosoftclaims not just that it's on track to becoming acarbon-neutral company by 2030, but that 2025 marked an important turning point on the journey.",,0.0,unknown
normalized_claim_7,context,Microsoft emissions context AI data center growth,1,"Microsoft emissions up 23% since 2020, company blames AI data centers - DCD",https://www.datacenterdynamics.com/en/news/microsoft-emissions-up-23-since-2020-blames-ai-data-centers/,"March 11, 2026 -The report revealed that while the company made notable strides in renewable and carbon removal investments,emissions are on the rise, primarily due to new data center builds to accommodate the company's investments in AI systems.",,1.0,high
normalized_claim_7,context,Microsoft emissions context AI data center growth,2,Microsoft carbon emissions jump as AI and cloud demand rises | Energy Platform News,https://energy.policyplatform.news/environment/microsoft-carbon-emissions-jump-ai-and-cloud-demand-rises,"October 13, 2025 -Microsoft’s carbon emissionsrose 29% since 2020, driven by AI and cloud data center expansion, highlighting challenges in meeting its 2030 climate goals amid growing tech sector demand.",,0.0,unknown
normalized_claim_7,context,Microsoft emissions context AI data center growth,3,New Gas-Powered Data Centers Could Emit More Greenhouse Gases Than Entire Nations | WIRED,https://www.wired.com/story/new-gas-powered-data-centers-could-emit-more-greenhouse-gases-than-entire-nations/,"2 weeks ago -A WIRED review of permits for data center projects using natural gas and linked to OpenAI, Meta, Microsoft, and xAI shows they could emitmore than 129 million tons of greenhouse gases per year.",,1.0,high
normalized_claim_7,context,Microsoft emissions context AI data center growth,4,The carbon and water footprints of data centers and what this could mean for artificial intelligence - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S2666389925002788,"December 17, 2025 -No company reports any AI-specific metrics, although firms such as Google, Meta, and Microsoft reportsignificant increases in electricity consumption in 2023 and 2024, attributing this growth to AI.",,0.0,unknown
normalized_claim_7,context,Microsoft emissions context AI data center growth,5,Microsoft's AI-fueled data center rush caused carbon emissions to surge by 29% in 2023 — and now the tech giant could miss critical sustainability targets | IT Pro,https://www.itpro.com/infrastructure/data-centres/microsofts-ai-fueled-data-center-rush-caused-carbon-emissions-to-surge-by-29-in-2023-and-now-the-tech-giant-could-miss-critical-sustainability-targets,"May 21, 2024 -Despite Microsoft’s desire to ... of data center building. The company’s 2024 Sustainability Report found itscarbon emissions grew by 29%because of its drive to build more data centers to support its cloud and generative ...",,0.0,unknown
normalized_claim_7,context,Microsoft emissions context AI data center growth,6,Microsoft's Emissions Jump 23.4% After AI & Cloud Expansions | Technology Magazine,https://technologymagazine.com/articles/microsofts-2030-plan-revealed-as-emissions-rise-by-23-4,"May 30, 2025 -Although Microsoft successfully reduced its direct emissions (Scope 1 and 2) by 30% compared to 2020 levels, the company's overall carbon footprint, including indirect emissions,surged 23.4% during fiscal year 2024.",,0.0,unknown
normalized_claim_5,verification,Microsoft carbon neutrality definition verification,1,CarbonNeutrality| Department of Economic and Social Affairs,https://sdgs.un.org/partnerships/carbon-neutrality,"ForMicrosoft,Carbonneutralityrefers to achieving net zerocarbonemissions by offsetting grosscarbonemissions from our operations with an equivalent amount of renewable energy andcarbonsequestered or offset.",,0.5,medium
normalized_claim_5,verification,Microsoft carbon neutrality definition verification,2,Microsoft'sCarbonNeutralityBy 2030: Is It Really Possible?,https://lumberexport.com/microsofts-carbon-neutrality-by-2030-is-it-really-possible/,"CanMicrosoftachieveCarbonNeutralityBy 2030? Explore their ambitious sustainability goals, progress, and challenges in this in-depth analysis.",,0.0,unknown
normalized_claim_5,verification,Microsoft carbon neutrality definition verification,3,MicrosoftSigns Groundbreaking 7MTCarbonCredits Deal with...,https://carboncredits.com/microsoft-signs-groundbreaking-7mt-carbon-credits-deal-with-u-s-based-chestnut-carbon/,"Microsoft, a major buyer ofcarboncredits, is investing again in forestcarbonremoval projects. The tech giant has signed a long-term agreement with ChestnutCarbon, based in New York. Chestnut is known for developing nature-basedcarbonremoval credits.",,0.0,unknown
normalized_claim_5,verification,Microsoft carbon neutrality definition verification,4,Microsoftcarbonneutralitygoal would cost... :: Environmental Finance,https://www.environmental-finance.com/content/news/microsoft-carbon-neutrality-goal-would-cost-below-dollar-10m.html,Microsoftwould need to pay less than $10 million a year if it were to meet its new goal of becomingcarbonneutralentirely throughcarbonoffsets – a fraction of the IT giant's $5.1 billion in profits for the last quarter.,,0.0,unknown
normalized_claim_5,contradiction,Microsoft carbon neutrality boundary emissions contradiction,1,CarbonNeutrality| Department of Economic and Social Affairs,https://sdgs.un.org/partnerships/carbon-neutrality,"Carbonneutralityby end of fiscal year 2013: ForMicrosoft,Carbonneutralityrefers to achieving net zerocarbonemissionsby offsetting grosscarbonemissionsfrom our operations with an equivalent amount of renewable energy andcarbonsequestered or offset. 17 December, 2021.",,0.5,medium
normalized_claim_5,contradiction,Microsoft carbon neutrality boundary emissions contradiction,2,"TheMicrosoftcarbonfee: theory & practice - The what, why, and how...",https://www.readkong.com/page/the-microsoft-carbon-fee-theory-practice-6775317,"Microsoftexample:Microsofthas established a corporatecarbonneutralpolicy, meaning that we reduce our netemissionsby 100 percent through investments in internal efficiency, green power, andcarbonoffset projects. Our subsidiaries are also establishing individual reduction targets.",,0.0,unknown
normalized_claim_5,contradiction,Microsoft carbon neutrality boundary emissions contradiction,3,TheMicrosoftCarbonFee: theory & practice guide | PDF,https://www.slideshare.net/slideshow/the-microsoft-carbon-fee-theory-practice-guide/31120577,"Microsoftexample:Microsofthas established a corporatecarbonneutralpolicy, meaning that we reduce our netemissionsby 100 percent through investments in internal efficiency, green power, andcarbonoffset projects. Our subsidiaries are also establishing individual reduction targets.",,0.0,unknown
normalized_claim_5,contradiction,Microsoft carbon neutrality boundary emissions contradiction,4,TheMicrosoft,https://docdrop.org/static/drop-pdf/microsoft_carbon_fee_guide-avO90.pdf,"Microsoftexample:Microsofthas established a corporatecarbonneutralpolicy, meaning that we reduce our netemissionsby 100 percent through investments in internal efficiency, green power, andcarbonoffset projects. Our subsidiaries are also establishing individual reduction targets.",,0.5,medium
normalized_claim_5,contradiction,Microsoft carbon neutrality boundary emissions contradiction,5,Microsoftcarbonneutralitygoal would cost... :: Environmental Finance,https://www.environmental-finance.com/content/news/microsoft-carbon-neutrality-goal-would-cost-below-dollar-10m.html,Microsoftwould need to pay less than $10 million a year if it were to meet its new goal of becomingcarbonneutralentirely throughcarbonoffsets – a fraction of the IT giant's $5.1 billion in profits for the last quarter.,,0.0,unknown
normalized_claim_5,contradiction,Microsoft carbon neutrality boundary emissions contradiction,6,MicrosoftSigns Groundbreaking 7MTCarbonCredits Deal with...,https://carboncredits.com/microsoft-signs-groundbreaking-7mt-carbon-credits-deal-with-u-s-based-chestnut-carbon/,"Microsoft, a major buyer ofcarboncredits, is investing again in forestcarbonremoval projects. The tech giant has signed a long-term agreement with ChestnutCarbon, based in New York. Chestnut is known for developing nature-basedcarbonremoval credits.",,0.0,unknown
normalized_claim_5,criticism,Microsoft carbon neutrality criticism investigation report,1,Microsoft to invest $1 billion in carbon capture - Los Angeles,https://www.latimes.com/business/technology/story/2020-01-16/microsoft-to-invest-1-billion-in-carbon-capture-technology,"As it cuts its emissions,Microsoftplans to tackle the amount ofcarbonit generates and the emissions released into the environment by suppliers ...",,0.0,unknown
normalized_claim_5,criticism,Microsoft carbon neutrality criticism investigation report,2,content moderation – Carbon Chemist,https://carbonchemist.com/tag/content-moderation/,"This year, Meta, YouTube,Microsoft, and X amended GIFCT’s bylaws to require minimum annual contributions from every member starting in 2025 ...",,0.0,unknown
normalized_claim_5,criticism,Microsoft carbon neutrality criticism investigation report,3,carbon Archives - The National Digest,https://thenationaldigest.com/tag/carbon/,"The company has already beencarbonneutral for the past eight years, asMicrosoftis switching to renewable energy and purchasescarbonoffsets to ...",,0.0,unknown
normalized_claim_5,criticism,Microsoft carbon neutrality criticism investigation report,4,Microsoft to be Carbon Negative by 2030 - Serviceteam IT,https://serviceteamit.co.uk/digital-transformation/microsoft-to-be-carbon-negative-by-2030-its-new-sustainable-product/,"In January,Microsoftgave themselves the task to becarbonnegative by 2030 in pursuit of sustainability. ...Microsoftcloud services on your ...",,0.0,unknown
normalized_claim_5,methodology,Microsoft carbon neutrality methodology carbon credits assurance,1,Carbon Neutral Isn't: Credits distract from power down and,http://www.oilempire.us/carbon-neutral.html,...CarbonNeutral isn't ... BoycottMicrosoft,,0.0,unknown
normalized_claim_34,verification,Microsoft supplier emissions estimation methodology report,1,EmissionsEstimationTools | US EPA,https://www.epa.gov/air-emissions-factors-and-quantification/emissions-estimation-tools,"The Landfill GasEmissionsModel (LandGEM) is an automatedestimationtool with aMicrosoftExcel interface that can be used toestimateemissionsrates for total landfill gas, methane, carbon dioxide, nonmethane organic compounds...",,1.0,high
normalized_claim_34,verification,Microsoft supplier emissions estimation methodology report,2,"Climate goal analysis: Amazon, Apple, Google, Meta andMicrosoft",https://trellis.net/article/report-climate-goals-at-amazon-apple-google-meta-and-microsoft-have-lost-their-meaning/,"WhileMicrosoftand Google have embraced the hourly approach, Amazon and Meta advocate a differentmethodthat focuses on the potential of corporate renewables investments to reduceemissionson fossil fuels-heavy grids.",,1.0,high
normalized_claim_34,verification,Microsoft supplier emissions estimation methodology report,3,MicrosoftWord - 1314220049-163-A-Rev0-Appendix...,https://projects.eao.gov.bc.ca/api/document/5cb9023bf49036002458b77c/fetch/4.4.2-2_Emissions_Estimation_Methodology.pdf,"Theemissionsestimationmethodsdescribed follow generally accepted practices for assessing GHGs for Environmental Assessments and, where applicable, international standards and federal and provincial (British Columbia; BC) regulatoryreportingguidance documents.",,0.0,unknown
normalized_claim_34,verification,Microsoft supplier emissions estimation methodology report,4,Google andMicrosoftreportgrowingemissionsas they... : NPR,https://www.npr.org/2024/07/12/g-s1-9545/ai-brings-soaring-emissions-for-google-and-microsoft-a-major-contributor-to-climate-change,"The tech giants bothreportsurges in greenhouse gasemissionsas they double-down on adding artificial intelligence to all of their products.AI brings soaringemissionsfor Google andMicrosoft, a major contributor to climate change.",,1.0,high
normalized_claim_34,verification,Microsoft supplier emissions estimation methodology report,5,Fact Check: Ola Fagerström andMicrosoft's SurfaceEmissions...,https://podcasts.castplus.fm/e/5nz440mn-fact-check-ola-fagerstroem-and-microsoft-s-surface-emissions-estimator,Asim Hussain: Hmm. Ola Fagerström: The surfaceemissionestimateis all about to make sure that you can understand what is the footprint from me with the assumptions that I say in the tool versus assumptions that someone has made for me.,,0.0,unknown
normalized_claim_34,contradiction,Microsoft suppliers emissions data gaps analysis,1,Miai - Gatheringsupplieremissionsdata| Leafr,https://www.leafr.com/blog-post/miai-gathering-supplier-emissions-data,"Jul 22, 2025. Miai - Gatheringsupplieremissionsdata. Miai were asked by one of their key clients -Microsoft- to meet urgent newemissionsreporting requirements. They used Leafr to find a carbon accounting expert who got them over the line in weeks.",,0.0,unknown
normalized_claim_34,contradiction,Microsoft suppliers emissions data gaps analysis,2,Big Ideas | First Solar,https://www.firstsolar.com/en/Resources/Blogs/Features/BigIdeas-Microsoft,"Extending the Impact. Always looking to achieve more,Microsoftis expanding its efforts to help itssuppliersreduce theiremissions. “Supplierswill now calculate and report their Scope 1, 2, and 3 greenhouse gasemissionsdata.",,0.0,unknown
normalized_claim_34,criticism,Microsoft supplier emissions estimation criticism NGO report,1,Google andMicrosoftreportgrowingemissionsas they... : NPR,https://www.npr.org/2024/07/12/g-s1-9545/ai-brings-soaring-emissions-for-google-and-microsoft-a-major-contributor-to-climate-change,"In its sustainabilityreportreleased in May,Microsoftsaid itsemissionsgrew by 29% since 2020 due to the construction of more datacenters that are ""designed and optimized to support AI workloads.""",,1.0,high
normalized_claim_34,methodology,Microsoft supplier emissions estimation factor calculation methodology,1,MicrosoftWord - Attachment CEmissionsInventory 05232013.docx,https://ww2.arb.ca.gov/sites/default/files/barcu/regact/2013/ohrv2013/ohrvattachc.pdf,"Attachment C:EmissionsEstimationMethodologyfor. Off-Highway Recreational Vehicles.To simplify thecalculationmethodsused in developing the OHRVemissionsinventory, we have applied the temperature correction on a daily basis to the average daily temperature.",,1.0,high
normalized_claim_6,verification,Microsoft carbon neutrality FY13-present verification,1,CarbonNeutrality| Department of Economic and Social Affairs,https://sdgs.un.org/partnerships/carbon-neutrality,"Carbonneutralityby end of fiscal year 2013: ForMicrosoft,Carbonneutralityrefers to achieving net zerocarbonemissions by offsetting grosscarbonemissions from our operations with an equivalent amount of renewable energy andcarbonsequestered or offset. 17 December, 2021.",,0.5,medium
normalized_claim_6,verification,Microsoft carbon neutrality FY13-present verification,2,MicrosoftSigns Groundbreaking 7MTCarbonCredits Deal with...,https://carboncredits.com/microsoft-signs-groundbreaking-7mt-carbon-credits-deal-with-u-s-based-chestnut-carbon/,"Microsoft, a major buyer ofcarboncredits, is investing again in forestcarbonremoval projects. The tech giant has signed a long-term agreement with ChestnutCarbon, based in New York. Chestnut is known for developing nature-basedcarbonremoval credits.",,0.0,unknown
normalized_claim_6,verification,Microsoft carbon neutrality FY13-present verification,3,Microsoftcarbonneutralitygoal would cost... :: Environmental Finance,https://www.environmental-finance.com/content/news/microsoft-carbon-neutrality-goal-would-cost-below-dollar-10m.html,Microsoftwould need to pay less than $10 million a year if it were to meet its new goal of becomingcarbonneutralentirely throughcarbonoffsets – a fraction of the IT giant's $5.1 billion in profits for the last quarter.,,0.0,unknown
normalized_claim_6,verification,Microsoft carbon neutrality FY13-present verification,4,microsoft(Microsoft),https://huggingface.co/microsoft/collections,"Org profile forMicrosofton Hugging Face, the AI community building the future.",,0.0,unknown
normalized_claim_6,contradiction,Microsoft emissions trends contradiction,1,Montana Challenges Tech Giants Over False Green Marketing as,https://www.westernmt.news/2025/09/25/montana-investigates-tech-giants-for-hiding-emissions-while-energy-costs-rise/,"The letter alleges Amazon used these certificates to account for 8.5 million tons ofemissionsin 2022,Microsoftfor 3.3 million tons, and Meta for ...",,0.0,unknown
normalized_claim_6,contradiction,Microsoft emissions trends contradiction,2,Big Tech Conundrum: It Can't Have A.I. and Reduce,https://granitegrok.com/national/2024/07/big-tech-conundrum-it-cant-have-a-i-and-reduce-emissions-whatever-will-it-do,... Google Offsets – a way (scam) to launder money asemissions... They causedMicrosoft’ semissionsto grow 29% above its 2020 baseline.,,0.0,unknown
normalized_claim_6,contradiction,Microsoft emissions trends contradiction,3,"Power-hungry, water-thirsty: How AI is quietly devastating the",https://www.developmentaid.org/news-stream/post/195628/ai-global-electricity-consumption,"In 2024,Microsoftand Google reported significant increases inemissionsand water use, with Google’semissionsrising by 50% over five years ...",,0.5,medium
normalized_claim_6,contradiction,Microsoft emissions trends contradiction,4,#ClimateChange Archives - Postbox Live %,https://postboxlive.com/tag/climatechange/,MicrosoftBoasts of Sustainability While Quietly Empowering Big Oil ... Explore thecontradictionbehindMicrosoft’ s AI and climate claims.,,0.0,unknown
normalized_claim_6,criticism,Microsoft carbon neutrality criticism NGO analysis,1,Understanding Europe’s current carbon offset market –,https://energyindemand.com/2025/08/29/understanding-europes-current-carbon-offset-market/,"After facing heavy scrutiny in 2022,Microsoftadmitted that many of its earlycarboncredit purchases were shaky. “ We constructed our ...",,0.0,unknown
normalized_claim_6,methodology,Microsoft carbon neutrality methodology assurance Scope 2 emissions,1,CarbonNeutrality- United Nations Partnerships for SDGs platform,https://sustainabledevelopment.un.org/partnership/?p=807,"Implementationmethodologies. As part of our commitment, we are establishing an internalcarbonfee based on current market pricing for renewable energy andcarbonoffsets. Business groups withinMicrosoftwill be financially responsible for the cost to offset theircarbonemissions.",,0.5,medium
normalized_claim_6,context,Microsoft emissions context AI datacenter growth supply chain,1,Microsoft'sAIAmbition AndDataCenterGrowthSide Effects...,https://www.aol.com/microsofts-ai-ambition-data-center-165718463.html,"MicrosoftCorp (NASDAQ:MSFT) has seen itsemissionsincrease by nearly a third since 2020, primarily driven by the expansion ofdatacentersrequired forAIand cloud computing, as reported in its annual sustainability report on Wednesday, Financial Times notes.",,0.0,unknown
normalized_claim_6,context,Microsoft emissions context AI datacenter growth supply chain,2,BreakneckdatacentergrowthchallengesMicrosoft’s sustainability...,https://techcrunch.com/2025/06/02/breakneck-data-center-growth-challenges-microsofts-sustainability-goals/,"Microsoft’s Scope 3 profile is dominated by capital goods and purchased goods and services, with the two contributing about three-quarters of the company’s total carbonemissions. The construction ofdatacentershas been the main driver behindMicrosoft’s stubborn Scope 3emissions.",,0.0,unknown
normalized_claim_6,context,Microsoft emissions context AI datacenter growth supply chain,3,Microsoft'sEmissionsand Water Use Shoot Up as It Goes All in on...,https://futurism.com/the-byte/microsoft-emissions-ai-datacenters,Microsoft's water use and carbonemissionshave increased compared to 2020 numbers due to artificial intelligencedatacenters. Image: Getty / Futurism.,,0.0,unknown
normalized_claim_6,context,Microsoft emissions context AI datacenter growth supply chain,4,Microsoftvows to cover full power costs for energy-hungryAIdata...,https://arstechnica.com/ai/2026/01/microsoft-vows-to-cover-full-power-costs-for-energy-hungry-ai-data-centers/,"Taking responsibility for power usage. In theMicrosoftblog post, Smith acknowledged that residential electricity rates have recently risen in dozens of states, driven partly by inflation,supplychainconstraints, and grid upgrades.",,0.0,unknown
normalized_claim_25,verification,Microsoft water inventory report,1,"Mueller Water Products, Inc. (MWA) 10-K Annual Report November",https://last10k.com/sec-filings/mwa/0001350593-15-000049.htm,"Export Annual and QuarterlyReportsto Adobe Acrobat (PDF),MicrosoftWord (DOCX), Excel (XLSX) and Comma-Delimited (CSV) files for offline viewing ...",,0.0,unknown
normalized_claim_25,verification,Microsoft water inventory report,2,"Mueller Water Products, Inc. (MWA) 10-Q Quarterly Report May",https://last10k.com/sec-filings/mwa/0001350593-23-000021.htm,"Export Annual and QuarterlyReportsto Adobe Acrobat (PDF),MicrosoftWord (DOCX), Excel (XLSX) and Comma-Delimited (CSV) files for offline viewing ...",,0.0,unknown
normalized_claim_25,verification,Microsoft water inventory report,3,Village of Pioneer - Service Line Report,http://www.villageofpioneer.org/departments/service-line-report/,WaterReport...WaterService Linereport... OEPA-SL-Inventory-PioneerOhio WEB.xlsxMicrosoftExcel sheet [1.8 MB],,0.5,medium
normalized_claim_25,verification,Microsoft water inventory report,4,Columbia Valley Water District - Lead Service Inventory,https://www.cv-wd.com/home/water-quality-facts/lead-service-inventory/,CVWD -EPA- LeadInventoryFor WA-SWS(Aut[...]MicrosoftExcel sheet [639.9 KB] ... Print | Sitemap © Columbia ValleyWaterDistrict,,0.0,unknown
