normalized_claim_id,claim_text,query_type,query_text
normalized_claim_12,"Engagement with a range of external stakeholders (e.g., public, private, and civil society) is important to identifying positive outcomes for people across our business and key to our human rights due diligence approach.",criticism,Amazon's human rights approach criticized by civil society
normalized_claim_12,"Engagement with a range of external stakeholders (e.g., public, private, and civil society) is important to identifying positive outcomes for people across our business and key to our human rights due diligence approach.",methodology,Amazon stakeholder engagement methodology for human rights
normalized_claim_12,"Engagement with a range of external stakeholders (e.g., public, private, and civil society) is important to identifying positive outcomes for people across our business and key to our human rights due diligence approach.",context,Amazon's human rights performance compared to peers
normalized_claim_1,"At Amazon, we are committed to providing products and services that are produced or supplied in a way that respects human rights and the environment and protects the fundamental dignity of workers.",verification,Amazon human rights commitment verification
normalized_claim_1,"At Amazon, we are committed to providing products and services that are produced or supplied in a way that respects human rights and the environment and protects the fundamental dignity of workers.",contradiction,Amazon human rights controversies
normalized_claim_1,"At Amazon, we are committed to providing products and services that are produced or supplied in a way that respects human rights and the environment and protects the fundamental dignity of workers.",criticism,Critiques of Amazon's human rights practices
normalized_claim_1,"At Amazon, we are committed to providing products and services that are produced or supplied in a way that respects human rights and the environment and protects the fundamental dignity of workers.",methodology,Amazon human rights assessment methodology
normalized_claim_1,"At Amazon, we are committed to providing products and services that are produced or supplied in a way that respects human rights and the environment and protects the fundamental dignity of workers.",context,Amazon's supply chain human rights risks context
normalized_claim_11,We work with suppliers on appropriate remediation measures and offer partnerships and programs to help them address risks and invest in worker well-being.,verification,Amazon supplier remediation measures implementation
normalized_claim_11,We work with suppliers on appropriate remediation measures and offer partnerships and programs to help them address risks and invest in worker well-being.,contradiction,Amazon criticized supply chain labor practices
normalized_claim_11,We work with suppliers on appropriate remediation measures and offer partnerships and programs to help them address risks and invest in worker well-being.,criticism,Amazon worker well-being initiatives criticism
normalized_claim_11,We work with suppliers on appropriate remediation measures and offer partnerships and programs to help them address risks and invest in worker well-being.,methodology,Amazon supplier remediation measures methodology assessment
normalized_claim_11,We work with suppliers on appropriate remediation measures and offer partnerships and programs to help them address risks and invest in worker well-being.,context,Amazon supply chain labor practices compared to competitors
normalized_claim_9,"Within Amazon’s own operations, we deploy a variety of mechanisms to conduct due diligence, assessing and responding to risks across the company.",verification,Amazon human rights due diligence mechanisms verification
normalized_claim_9,"Within Amazon’s own operations, we deploy a variety of mechanisms to conduct due diligence, assessing and responding to risks across the company.",contradiction,Amazon human rights risks contradicted by evidence
normalized_claim_9,"Within Amazon’s own operations, we deploy a variety of mechanisms to conduct due diligence, assessing and responding to risks across the company.",criticism,Critics of Amazon's human rights due diligence
normalized_claim_9,"Within Amazon’s own operations, we deploy a variety of mechanisms to conduct due diligence, assessing and responding to risks across the company.",methodology,Amazon human rights risk assessment methodology critique
normalized_claim_9,"Within Amazon’s own operations, we deploy a variety of mechanisms to conduct due diligence, assessing and responding to risks across the company.",context,Amazon human rights risks in supply chain context
normalized_claim_5,Our approach to deliver on these commitments is aligned to the UNGPs and has five pillars.,verification,Amazon UNGPs alignment in AI governance
normalized_claim_5,Our approach to deliver on these commitments is aligned to the UNGPs and has five pillars.,contradiction,Amazon AI governance controversies
normalized_claim_5,Our approach to deliver on these commitments is aligned to the UNGPs and has five pillars.,criticism,Critics of Amazon's human rights approach in AI
normalized_claim_5,Our approach to deliver on these commitments is aligned to the UNGPs and has five pillars.,methodology,Amazon UNGPs implementation methodology
normalized_claim_5,Our approach to deliver on these commitments is aligned to the UNGPs and has five pillars.,context,Amazon AI governance compared to competitors
normalized_claim_10,"We assess and respond to risk by leveraging internal and external data and guidance from stakeholders, including industry experts, civil society groups, and nongovernmental organizations.",verification,Amazon AI governance risk assessment methods
normalized_claim_10,"We assess and respond to risk by leveraging internal and external data and guidance from stakeholders, including industry experts, civil society groups, and nongovernmental organizations.",contradiction,Amazon criticized for lack of transparency in AI governance
normalized_claim_10,"We assess and respond to risk by leveraging internal and external data and guidance from stakeholders, including industry experts, civil society groups, and nongovernmental organizations.",criticism,Amazon's use of external data in human rights risk assessment
normalized_claim_10,"We assess and respond to risk by leveraging internal and external data and guidance from stakeholders, including industry experts, civil society groups, and nongovernmental organizations.",methodology,Amazon AI governance risk assessment methodology explained
normalized_claim_10,"We assess and respond to risk by leveraging internal and external data and guidance from stakeholders, including industry experts, civil society groups, and nongovernmental organizations.",context,Amazon's human rights record compared to competitors
